No.,Reach Label,x(km),cond (umhos),ISS (mgD/L),DO(mgO2/L),CBODs (mgO2/L),CBODf (mgO2/L),No(ugN/L),NH4(ugN/L),NO3(ugN/L),Po (ugP/L),Inorg P (ugP/L),Phyto (ugA/L),INp(ugN/L),IPp (ugP/L),Detritus (mgD/L),Pathogen,Alk,i,ii,iii,pH,(mgA/m2),(ugN/mgA),(ugP/mgA),TOC,TN,TP,TKN,(mgD/L),CBODu,NH3,DO sat,pHsat
0,Algonquin imp,131.63,937.2,22.73,3.46,0,10.03,1848.6,386.82,487.17,13.24,3.46,28.77,123.87,7.37,5.38,0,224.91,360.48,0,0,7.84,0.58,11.02,0.22,7.03,2846.46,24.08,2359.29,30.99,18.91,19.14,7.51,8.79
0,Algonquin dam,131.43,937.2,22.64,3.27,0,9.91,1843.18,389.5,473.18,13.23,3.49,28.52,119.56,7.12,5.29,0,224.91,360.48,0,0,7.82,0.6,10.99,0.22,6.94,2825.42,23.84,2352.23,30.78,18.66,18.48,7.51,8.79
0,,131.23,937.37,22.54,5.8,0,9.82,1846.89,383.16,455.94,13.32,3.16,28.57,118.99,7.08,5.31,0,225.15,359.9,0,0,8.03,135.22,10.87,0.21,6.92,2804.98,23.56,2349.04,30.71,18.61,28.35,7.51,8.79
0,,130.97,937.37,22.48,5.77,0,9.74,1852.74,377.89,439.23,13.43,2.88,28.7,118.7,7.06,5.35,0,225.14,359.9,0,0,8.02,130.57,10.81,0.2,6.91,2788.56,23.37,2349.33,30.71,18.58,27.89,7.5,8.79
0,,130.72,937.37,22.43,5.74,0,9.65,1858.3,372.86,423.12,13.53,2.62,28.83,118.4,7.04,5.39,0,225.13,359.9,0,0,8.02,125.04,10.75,0.19,6.9,2772.68,23.2,2349.57,30.7,18.55,27.54,7.5,8.79
0,,130.46,937.37,22.38,5.72,0,9.57,1863.53,368.09,407.59,13.63,2.38,28.98,118.1,7.03,5.42,0,225.12,359.9,0,0,8.02,118.54,10.69,0.18,6.88,2757.31,23.04,2349.72,30.69,18.52,27.29,7.5,8.79
0,,130.21,937.37,22.32,5.69,0,9.49,1868.37,363.6,392.63,13.71,2.17,29.12,117.81,7.01,5.45,0,225.1,359.9,0,0,8.01,110.99,10.61,0.17,6.87,2742.42,22.89,2349.78,30.69,18.49,27.12,7.5,8.79
0,,129.95,959.96,22.38,5.69,0,11.24,1877.86,403.48,529.55,13.22,1.91,28.1,112.81,6.71,5.26,0,220.07,349.36,0,0,8,99.29,10.93,0.16,7.4,2923.7,21.85,2394.15,30.45,19.92,29.39,7.54,8.78
0,,129.7,959.96,22.33,5.63,0,11.14,1881.54,399.63,511.32,13.28,1.75,28.24,112.53,6.7,5.28,0,220.06,349.36,0,0,8,88.58,10.8,0.15,7.38,2905.02,21.73,2393.7,30.43,19.86,29.12,7.54,8.78
0,,129.44,959.96,22.28,5.57,0,11.04,1884.63,396.19,493.76,13.32,1.62,28.4,112.25,6.68,5.29,0,220.05,349.36,0,0,7.99,76.66,10.65,0.14,7.36,2886.82,21.62,2393.07,30.41,19.79,28.86,7.54,8.78
0,,129.19,959.96,22.22,5.51,0,10.95,1887.08,393.21,476.86,13.36,1.5,28.55,111.98,6.66,5.3,0,220.04,349.36,0,0,7.98,63.54,10.48,0.13,7.33,2869.12,21.52,2392.26,30.38,19.72,28.59,7.54,8.78
0,,128.93,959.96,22.17,5.44,0,10.85,1888.75,390.82,460.65,13.38,1.39,28.71,111.7,6.65,5.3,0,220.04,349.36,0,0,7.98,47.26,10.24,0.13,7.3,2851.92,21.42,2391.27,30.35,19.65,28.28,7.54,8.78
0,,128.68,959.96,22.12,5.37,0,10.76,1889.64,389.15,445.11,13.4,1.31,28.88,111.43,6.63,5.3,0,220.03,349.36,0,0,7.97,30.41,9.99,0.12,7.27,2835.33,21.33,2390.22,30.31,19.57,27.92,7.54,8.78
0,,128.42,959.96,22.07,5.29,0,10.67,1889.93,388.13,430.22,13.4,1.24,29.05,111.15,6.61,5.29,0,220.03,349.36,0,0,7.96,16.55,9.81,0.11,7.24,2819.43,21.25,2389.21,30.26,19.48,27.51,7.54,8.78
0,,128.17,959.96,22.02,5.2,0,10.58,1889.91,387.49,415.89,13.41,1.17,29.23,110.87,6.6,5.27,0,220.02,349.36,0,0,7.95,9.5,9.78,0.11,7.21,2804.17,21.18,2388.28,30.21,19.4,27.09,7.54,8.78
0,,127.91,959.96,21.96,5.11,0,10.49,1889.73,387.07,402.09,13.41,1.12,29.41,110.6,6.58,5.26,0,220.02,349.36,0,0,7.94,5.57,9.82,0.11,7.18,2789.49,21.11,2387.39,30.16,19.31,26.67,7.54,8.78
0,,127.66,959.96,21.91,5.03,0,10.4,1889.43,386.79,388.79,13.41,1.07,29.59,110.32,6.56,5.24,0,220.02,349.36,0,0,7.93,2.76,9.89,0.11,7.15,2775.32,21.04,2386.53,30.11,19.22,26.26,7.54,8.78
0,,127.4,959.96,21.86,4.94,0,10.32,1889.05,386.59,375.96,13.41,1.02,29.78,110.04,6.55,5.22,0,220.02,349.36,0,0,7.92,1.22,9.98,0.11,7.11,2761.65,20.97,2385.69,30.06,19.14,25.87,7.55,8.78
0,,127.15,959.96,21.81,4.85,0,10.23,1888.65,386.43,363.58,13.4,0.98,29.97,109.77,6.53,5.2,0,220.02,349.36,0,0,7.91,0.46,10.1,0.1,7.08,2748.42,20.91,2384.84,30.01,19.05,25.49,7.55,8.78
0,,126.89,959.96,21.76,4.77,0,10.15,1888.23,386.28,351.64,13.4,0.94,30.17,109.49,6.51,5.18,0,220.02,349.36,0,0,7.91,0.31,10.25,0.1,7.05,2735.64,20.86,2384,29.96,18.97,25.11,7.55,8.78
0,,126.64,959.96,21.71,4.69,0,10.06,1887.81,386.13,340.11,13.4,0.9,30.36,109.21,6.5,5.16,0,220.02,349.36,0,0,7.9,0.18,10.4,0.1,7.02,2723.27,20.8,2383.16,29.91,18.89,24.75,7.55,8.78
0,Carpentersvil,126.38,959.96,21.69,4.65,0,10.05,1887.15,386.3,336.47,13.4,0.92,30.52,108.77,6.47,5.14,0,220.01,349.36,0,0,7.89,0.03,10.24,0.1,7.01,2718.69,20.79,2382.22,29.88,18.86,24.65,7.55,8.78
0,Carpentersvil,126.12,959.96,21.67,4.62,0,10.03,1886.48,386.47,332.88,13.39,0.95,30.68,108.33,6.44,5.11,0,220.01,349.36,0,0,7.89,0.05,10.17,0.1,7,2714.16,20.79,2381.28,29.85,18.82,24.54,7.55,8.78
0,Carpentersvil,125.85,959.96,21.65,4.59,0,10.01,1885.82,386.64,329.33,13.39,0.97,30.84,107.88,6.42,5.08,0,220.01,349.36,0,0,7.89,0.05,10.04,0.1,6.99,2709.67,20.78,2380.35,29.81,18.79,24.42,7.55,8.78
0,Carpentersvil,125.59,959.96,21.63,4.55,0,9.99,1885.15,386.81,325.82,13.39,0.99,30.99,107.45,6.39,5.05,0,220.01,349.36,0,0,7.88,0.09,9.96,0.11,6.97,2705.23,20.77,2379.41,29.78,18.76,24.3,7.55,8.78
0,Carpentersvil,125.33,959.96,21.61,4.52,0,9.97,1884.49,386.98,322.36,13.39,1.01,31.13,107.01,6.37,5.02,0,220.01,349.36,0,0,7.88,0.09,9.86,0.11,6.96,2700.84,20.76,2378.48,29.75,18.73,24.16,7.55,8.78
0,Carpentersvil,125.06,959.96,21.6,4.49,0,9.95,1883.82,387.15,318.95,13.38,1.03,31.27,106.57,6.34,5,0,220,349.36,0,0,7.88,0.15,9.78,0.11,6.95,2696.49,20.76,2377.54,29.72,18.69,24.01,7.55,8.78
0,Carpentersvil,124.8,959.96,21.58,4.45,0,9.94,1883.15,387.32,315.57,13.38,1.06,31.41,106.14,6.31,4.97,0,220,349.36,0,0,7.87,0.11,9.67,0.11,6.94,2692.18,20.75,2376.61,29.69,18.66,23.85,7.55,8.78
0,Carpentersvil,124.54,959.96,21.56,4.42,0,9.92,1882.49,387.49,312.24,13.38,1.08,31.55,105.71,6.29,4.94,0,220,349.36,0,0,7.87,0.19,9.61,0.11,6.93,2687.92,20.74,2375.68,29.65,18.63,23.68,7.55,8.78
0,Carpentersville,124.33,959.96,21.49,4.27,0,9.92,1877.56,394.06,304.54,13.41,1.56,32.21,96.23,5.73,4.75,0,220,349.36,0,0,7.85,0.29,9.24,0.12,6.88,2672.38,20.7,2367.85,29.46,18.5,22,7.53,8.78
0,,124.14,959.96,21.47,5.98,0,9.88,1877.66,393.87,300.04,13.42,1.59,32.72,95.26,5.67,4.74,0,219.99,349.36,0,0,8.02,29.47,9.9,0.14,6.88,2666.83,20.68,2366.79,29.48,18.5,30.6,7.53,8.78
0,,123.89,959.96,21.44,5.98,0,9.85,1877.84,393.63,295.61,13.44,1.62,33.24,94.31,5.61,4.73,0,219.99,349.36,0,0,8.03,32.9,10.03,0.14,6.88,2661.38,20.66,2365.78,29.49,18.51,30.6,7.53,8.78
0,,123.65,959.96,21.42,5.99,0,9.81,1878.03,393.37,291.25,13.45,1.64,33.76,93.36,5.55,4.71,0,219.99,349.36,0,0,8.03,33.68,10.03,0.14,6.88,2656.01,20.65,2364.76,29.51,18.52,30.61,7.53,8.78
0,,123.4,960.41,21.37,6.01,0,9.77,1876.73,392.76,286.73,13.45,1.67,34.27,92.34,5.49,4.7,0,219.89,349.07,0,0,8.03,35.5,10.08,0.14,6.88,2648.56,20.61,2361.83,29.5,18.52,30.52,7.53,8.78
0,,123.16,978.44,21.47,6.09,0,11.25,1841.77,429.33,491.97,13.02,1.63,33.63,88.39,5.26,4.53,0,215.88,340.75,0,0,8.03,34.92,10.58,0.14,7.34,2851.47,19.91,2359.5,29.37,19.74,32.71,7.55,8.77
0,,122.91,978.44,21.45,6.1,0,11.2,1842.08,428.88,484.56,13.03,1.65,34.15,87.53,5.21,4.52,0,215.87,340.75,0,0,8.03,37.58,10.69,0.14,7.34,2843.05,19.89,2358.49,29.38,19.74,32.66,7.55,8.77
0,,122.67,978.44,21.42,6.1,0,11.16,1842.41,428.41,477.27,13.04,1.67,34.68,86.68,5.16,4.51,0,215.87,340.75,0,0,8.03,38.78,10.71,0.15,7.34,2834.77,19.87,2357.5,29.4,19.74,32.63,7.55,8.77
0,,122.43,978.44,21.4,6.1,0,11.11,1842.76,427.91,470.1,13.06,1.69,35.21,85.84,5.11,4.5,0,215.87,340.75,0,0,8.03,39.72,10.73,0.15,7.34,2826.62,19.85,2356.51,29.42,19.75,32.62,7.55,8.77
0,,122.18,978.44,21.37,6.11,0,11.07,1843.13,427.41,463.05,13.07,1.71,35.76,85,5.06,4.49,0,215.86,340.75,0,0,8.03,40.53,10.73,0.15,7.34,2818.58,19.84,2355.53,29.44,19.75,32.64,7.55,8.77
0,,121.94,978.44,21.35,6.12,0,11.03,1843.55,426.88,456.1,13.09,1.73,36.31,84.17,5.01,4.49,0,215.86,340.75,0,0,8.03,42.72,10.82,0.15,7.35,2810.7,19.82,2354.6,29.47,19.76,32.69,7.54,8.77
0,,121.69,978.44,21.33,6.13,0,10.99,1843.97,426.33,449.27,13.1,1.74,36.88,83.36,4.96,4.48,0,215.85,340.75,0,0,8.03,43.22,10.81,0.15,7.35,2802.93,19.8,2353.66,29.49,19.77,32.76,7.54,8.77
0,,121.45,978.58,21.3,6.14,0,10.94,1843.92,425.65,442.42,13.11,1.76,37.45,82.52,4.91,4.47,0,215.82,340.66,0,0,8.03,44.38,10.83,0.15,7.35,2794.52,19.78,2352.1,29.51,19.78,32.83,7.54,8.77
0,,121.2,978.58,21.27,6.15,0,10.9,1844.38,425.08,435.81,13.13,1.77,38.03,81.72,4.86,4.46,0,215.81,340.66,0,0,8.03,45.08,10.84,0.15,7.36,2786.99,19.76,2351.18,29.54,19.79,32.96,7.54,8.77
0,,120.96,978.58,21.25,6.17,0,10.86,1844.86,424.49,429.29,13.14,1.79,38.63,80.93,4.81,4.46,0,215.81,340.66,0,0,8.04,45.78,10.84,0.15,7.36,2779.57,19.75,2350.28,29.57,19.81,33.13,7.54,8.77
0,,120.72,982.82,21.26,6.2,0,11.18,1840.18,432.6,459.47,13.05,1.79,38.92,79.5,4.73,4.41,0,214.87,338.7,0,0,8.04,46.06,10.92,0.15,7.48,2811.74,19.57,2352.28,29.56,20.11,33.84,7.55,8.76
0,,120.47,982.82,21.23,6.21,0,11.13,1840.68,431.96,452.63,13.07,1.8,39.53,78.73,4.68,4.41,0,214.86,338.7,0,0,8.04,46.9,10.93,0.15,7.48,2804,19.55,2351.37,29.59,20.13,34.04,7.54,8.76
0,,120.23,982.82,21.21,6.23,0,11.09,1841.2,431.31,445.9,13.08,1.81,40.16,77.97,4.64,4.4,0,214.86,338.7,0,0,8.04,47.77,10.94,0.16,7.49,2796.38,19.53,2350.48,29.63,20.15,34.28,7.54,8.76
0,,119.98,982.83,21.19,6.22,0,11.08,1840.09,431.27,444.91,13.07,1.84,40.19,77.38,4.6,4.39,0,214.95,338.54,0,0,8.04,1.15,10.83,0.15,7.48,2793.65,19.51,2348.74,29.6,20.13,34.19,7.54,8.76
0,,119.74,982.83,21.18,6.21,0,11.08,1839.72,431.53,443.87,13.07,1.86,40.25,76.83,4.57,4.38,0,214.94,338.54,0,0,8.04,1.21,10.9,0.16,7.48,2791.95,19.51,2348.08,29.59,20.12,34.12,7.54,8.76
0,,119.49,982.83,21.18,6.2,0,11.07,1839.34,431.79,442.84,13.08,1.89,40.31,76.29,4.54,4.37,0,214.94,338.54,0,0,8.04,1.27,10.93,0.16,7.47,2790.26,19.51,2347.42,29.58,20.11,34.05,7.54,8.76
0,,119.25,982.83,21.17,6.18,0,11.07,1838.96,432.04,441.81,13.08,1.92,40.36,75.75,4.51,4.35,0,214.94,338.54,0,0,8.04,1.32,10.96,0.16,7.47,2788.57,19.5,2346.75,29.57,20.1,33.98,7.54,8.76
0,,119.01,982.83,21.17,6.17,0,11.06,1838.58,432.29,440.79,13.08,1.95,40.42,75.22,4.47,4.34,0,214.94,338.54,0,0,8.04,1.34,10.91,0.16,7.47,2786.88,19.5,2346.09,29.56,20.08,33.9,7.54,8.76
0,,118.76,982.83,21.16,6.16,0,11.05,1838.21,432.53,439.77,13.08,1.97,40.47,74.69,4.44,4.33,0,214.94,338.54,0,0,8.03,1.41,10.96,0.16,7.46,2785.2,19.49,2345.43,29.54,20.07,33.81,7.54,8.76
0,,118.52,982.83,21.16,6.14,0,11.05,1837.83,432.77,438.75,13.08,2,40.52,74.17,4.41,4.32,0,214.94,338.54,0,0,8.03,1.46,10.98,0.16,7.46,2783.52,19.49,2344.77,29.53,20.06,33.72,7.54,8.76
0,,118.27,982.83,21.15,6.13,0,11.04,1837.45,433.01,437.73,13.08,2.03,40.57,73.65,4.38,4.31,0,214.94,338.54,0,0,8.03,1.52,11.01,0.17,7.45,2781.84,19.48,2344.11,29.52,20.05,33.62,7.54,8.76
0,,118.03,982.83,21.15,6.12,0,11.04,1837.07,433.25,436.72,13.08,2.05,40.62,73.13,4.35,4.3,0,214.93,338.54,0,0,8.03,1.57,11.03,0.17,7.45,2780.17,19.48,2343.45,29.51,20.04,33.52,7.54,8.76
0,,117.78,982.83,21.14,6.1,0,11.03,1836.69,433.48,435.72,13.08,2.08,40.66,72.62,4.32,4.29,0,214.93,338.54,0,0,8.03,1.61,11.02,0.17,7.44,2778.5,19.48,2342.79,29.5,20.02,33.41,7.54,8.76
0,,117.54,982.83,21.14,6.09,0,11.02,1836.31,433.71,434.71,13.08,2.1,40.71,72.11,4.29,4.28,0,214.93,338.54,0,0,8.03,1.66,11.03,0.17,7.44,2776.84,19.47,2342.13,29.49,20.01,33.29,7.54,8.76
0,,117.29,982.83,21.13,6.07,0,11.02,1835.93,433.94,433.71,13.08,2.13,40.75,71.6,4.26,4.27,0,214.93,338.54,0,0,8.02,1.71,11.04,0.17,7.43,2775.18,19.47,2341.47,29.48,20,33.18,7.54,8.76
0,,117.05,982.83,21.13,6.06,0,11.01,1835.55,434.17,432.72,13.08,2.15,40.79,71.1,4.23,4.26,0,214.93,338.54,0,0,8.02,1.77,11.06,0.17,7.43,2773.53,19.46,2340.81,29.47,19.99,33.05,7.54,8.76
0,,116.81,982.83,21.12,6.05,0,11.01,1835.16,434.39,431.72,13.08,2.18,40.83,70.6,4.2,4.25,0,214.93,338.54,0,0,8.02,1.82,11.07,0.17,7.43,2771.87,19.46,2340.15,29.46,19.97,32.93,7.54,8.76
0,,116.56,982.83,21.12,6.03,0,11,1834.78,434.61,430.74,13.08,2.2,40.87,70.1,4.17,4.24,0,214.93,338.54,0,0,8.02,1.86,11.06,0.17,7.42,2770.23,19.45,2339.49,29.45,19.96,32.8,7.54,8.76
0,,116.32,982.83,21.11,6.02,0,10.99,1834.43,434.81,429.8,13.08,2.23,40.91,69.64,4.14,4.23,0,214.93,338.54,0,0,8.02,2.05,11.07,0.18,7.42,2768.68,19.45,2338.88,29.44,19.95,32.67,7.54,8.76
0,Elgin impound,116.07,985.48,20.95,5.99,0,10.95,1824.57,432.55,430.98,12.98,2.29,40.62,67.61,4.01,4.17,0,215.74,337.08,0,0,8.01,0.9,11.11,0.18,7.36,2755.72,19.28,2324.73,29.18,19.8,31.98,7.55,8.77
0,Elgin impound,115.82,985.48,20.94,5.93,0,10.93,1823.26,433.25,428.37,12.98,2.37,40.65,66.04,3.92,4.13,0,215.73,337.08,0,0,8.01,0.97,11.11,0.18,7.34,2750.92,19.27,2322.55,29.14,19.75,31.42,7.55,8.77
0,Elgin impound,115.58,985.48,20.92,5.88,0,10.91,1821.94,433.92,425.78,12.98,2.45,40.68,64.51,3.83,4.1,0,215.73,337.08,0,0,8,1.03,11.13,0.19,7.32,2746.16,19.25,2320.37,29.09,19.7,30.86,7.55,8.77
0,Elgin impound,115.33,1019.45,21.18,5.88,0,13.79,1811.35,504.53,1768.67,12.12,2.35,38.04,58.97,3.5,3.8,0,208.08,321.42,0,0,7.93,1.23,12.33,0.19,8.17,4143.52,17.97,2374.85,28.78,21.98,29.28,7.61,8.75
0,Elgin impound,115.08,1019.45,21.16,5.81,0,13.75,1810.13,504.73,1753.39,12.11,2.41,38.1,57.71,3.43,3.78,0,208.08,321.42,0,0,7.92,1.27,12.31,0.19,8.15,4125.97,17.95,2372.58,28.75,21.91,28.62,7.61,8.75
0,Elgin impound,114.83,1019.45,21.15,5.74,0,13.71,1808.9,504.92,1738.25,12.11,2.47,38.16,56.48,3.35,3.75,0,208.07,321.42,0,0,7.91,1.31,12.32,0.19,8.12,4108.56,17.94,2370.3,28.71,21.85,27.99,7.61,8.75
0,Elgin impound,114.59,1019.45,21.13,5.68,0,13.67,1807.67,505.08,1723.25,12.11,2.53,38.24,55.28,3.28,3.72,0,208.06,321.42,0,0,7.9,1.32,12.32,0.19,8.1,4091.29,17.92,2368.04,28.68,21.79,27.4,7.61,8.75
0,Elgin dam,114.39,1019.45,21.07,5.28,0,13.46,1799.82,505.7,1658.57,12.08,2.87,38.24,48.78,2.9,3.57,0,208.03,321.42,0,0,7.86,0.17,12.3,0.21,7.96,4012.86,17.85,2354.29,28.47,21.42,24.59,7.61,8.75
0,,114.17,1019.45,21.06,6.57,0,13.43,1799.56,505.43,1646.87,12.08,2.88,38.52,48.35,2.87,3.57,0,208.02,321.42,0,0,8.03,24.4,12.24,0.21,7.96,4000.2,17.83,2353.34,28.47,21.41,36.09,7.61,8.75
0,,113.89,1019.45,21.05,6.56,0,13.4,1799.3,505.16,1635.24,12.08,2.89,38.82,47.92,2.85,3.56,0,208.02,321.42,0,0,8.03,24.15,12.23,0.21,7.96,3987.62,17.82,2352.38,28.49,21.41,35.99,7.61,8.75
0,,113.61,1019.45,21.03,6.55,0,13.37,1799.03,504.89,1623.7,12.08,2.9,39.13,47.5,2.82,3.55,0,208.01,321.42,0,0,8.03,23.88,12.22,0.21,7.95,3975.12,17.81,2351.42,28.5,21.4,35.93,7.61,8.75
0,,113.35,1019.45,21.02,6.53,0,13.34,1798.57,504.77,1613.97,12.08,2.92,39.37,47.05,2.79,3.54,0,208.01,321.42,0,0,8.03,11.29,12.23,0.21,7.95,3964.35,17.8,2350.38,28.5,21.39,35.83,7.61,8.75
0,,113.1,1019.45,21.02,6.52,0,13.31,1798.11,504.64,1604.29,12.08,2.94,39.62,46.6,2.77,3.53,0,208.01,321.42,0,0,8.03,11.14,12.22,0.21,7.95,3953.64,17.79,2349.35,28.51,21.38,35.76,7.61,8.75
0,,112.85,1019.45,21.01,6.51,0,13.28,1797.64,504.51,1594.67,12.08,2.95,39.88,46.16,2.74,3.52,0,208,321.42,0,0,8.03,10.98,12.21,0.21,7.94,3942.98,17.77,2348.31,28.52,21.37,35.71,7.61,8.75
0,,112.6,1019.45,21,6.5,0,13.26,1797.17,504.38,1585.11,12.08,2.97,40.14,45.72,2.72,3.51,0,208,321.42,0,0,8.03,10.82,12.2,0.21,7.94,3932.39,17.76,2347.28,28.52,21.36,35.68,7.61,8.75
0,,112.35,1019.45,20.99,6.49,0,13.23,1796.7,504.25,1575.61,12.08,2.98,40.41,45.29,2.69,3.5,0,208,321.42,0,0,8.02,10.66,12.19,0.21,7.94,3921.85,17.75,2346.24,28.53,21.35,35.67,7.6,8.75
0,,112.1,1019.45,20.98,6.48,0,13.2,1796.22,504.12,1566.16,12.08,3,40.68,44.86,2.66,3.5,0,207.99,321.42,0,0,8.02,10.51,12.19,0.21,7.93,3911.37,17.74,2345.2,28.54,21.34,35.67,7.6,8.75
0,,111.85,1019.45,20.97,6.47,0,13.17,1795.75,503.98,1556.78,12.08,3.01,40.96,44.44,2.64,3.49,0,207.99,321.42,0,0,8.02,10.36,12.18,0.21,7.93,3900.94,17.73,2344.17,28.55,21.33,35.7,7.6,8.75
0,,111.6,1019.45,20.96,6.46,0,13.15,1795.27,503.85,1547.45,12.08,3.03,41.24,44.01,2.61,3.48,0,207.99,321.42,0,0,8.02,10.22,12.17,0.21,7.93,3890.58,17.72,2343.13,28.56,21.33,35.74,7.6,8.75
0,,111.35,1019.45,20.95,6.45,0,13.12,1794.78,503.71,1538.17,12.07,3.04,41.53,43.6,2.59,3.47,0,207.98,321.42,0,0,8.02,10.09,12.16,0.21,7.93,3880.26,17.71,2342.09,28.57,21.32,35.79,7.6,8.75
0,,111.1,1119.16,19.08,6.63,0,16.09,1716.68,709.9,7344.1,9.57,2.42,33.13,34.28,2.04,2.74,0,185.57,275.48,0,0,7.54,14.56,13.23,0.19,8.4,9804.96,14.02,2460.86,25.14,22.61,15.82,7.76,8.69
0,,110.85,1119.16,19.08,6.61,0,16.05,1716.33,709.35,7306.58,9.57,2.43,33.36,34.02,2.02,2.74,0,185.57,275.48,0,0,7.53,14.42,13.23,0.19,8.4,9766.28,14.02,2459.7,25.15,22.59,15.8,7.75,8.69
0,South Elgin i,110.6,1129.76,18.97,6.59,0,17.18,1686.72,723.71,7113.73,9.11,2.33,32.15,32.21,1.89,2.6,0,184.78,270.41,0,0,7.53,7.72,13.32,0.19,8.71,9556.36,13.34,2442.64,24.79,23.43,15.79,7.79,8.69
0,South Elgin i,110.35,1129.76,18.96,6.54,0,17.1,1685.87,722.64,7051.62,9.11,2.35,32.53,31.69,1.86,2.59,0,184.77,270.41,0,0,7.53,7.64,13.31,0.19,8.69,9491.83,13.32,2440.21,24.8,23.39,15.71,7.79,8.69
0,South Elgin i,110.1,1129.76,18.95,6.49,0,17.03,1685.03,721.57,6989.94,9.11,2.37,32.9,31.18,1.83,2.58,0,184.76,270.41,0,0,7.53,7.58,13.29,0.19,8.68,9427.72,13.31,2437.78,24.82,23.34,15.63,7.78,8.69
0,South Elgin i,109.85,1129.76,18.93,6.44,0,16.96,1684.17,720.49,6928.67,9.1,2.39,33.28,30.68,1.8,2.57,0,184.75,270.41,0,0,7.52,7.56,13.29,0.19,8.66,9364.02,13.3,2435.35,24.83,23.3,15.55,7.78,8.69
0,South Elgin i,109.6,1129.76,18.92,6.39,0,16.88,1683.32,719.41,6867.82,9.1,2.41,33.65,30.19,1.78,2.56,0,184.74,270.41,0,0,7.52,7.57,13.28,0.19,8.65,9300.75,13.28,2432.92,24.85,23.26,15.47,7.78,8.69
0,South Elgin i,109.35,1129.76,18.91,6.34,0,16.81,1682.46,718.33,6807.39,9.1,2.43,34.02,29.7,1.75,2.55,0,184.73,270.41,0,0,7.52,7.59,13.26,0.2,8.63,9237.89,13.27,2430.5,24.86,23.21,15.38,7.77,8.69
0,South Elgin i,109.1,1129.76,18.89,6.29,0,16.74,1681.6,717.24,6747.38,9.09,2.44,34.39,29.23,1.72,2.54,0,184.72,270.41,0,0,7.51,7.66,13.26,0.2,8.61,9175.45,13.25,2428.07,24.87,23.17,15.29,7.77,8.69
0,South Elgin i,108.85,1129.76,18.88,6.24,0,16.67,1680.74,716.15,6687.79,9.09,2.46,34.74,28.75,1.69,2.53,0,184.71,270.41,0,0,7.51,7.74,13.25,0.2,8.6,9113.43,13.24,2425.65,24.89,23.13,15.2,7.77,8.69
0,South Elgin i,108.6,1129.76,18.87,6.2,0,16.6,1679.88,715.06,6628.61,9.09,2.48,35.1,28.29,1.66,2.52,0,184.7,270.41,0,0,7.51,7.84,13.23,0.2,8.58,9051.84,13.23,2423.23,24.9,23.09,15.11,7.76,8.69
0,South Elgin dam,108.4,1129.76,18.82,5.99,0,16.32,1676.25,710.72,6408.3,9.07,2.54,36.26,26.51,1.56,2.49,0,184.66,270.41,0,0,7.49,6.53,13.2,0.2,8.51,8821.77,13.17,2413.47,24.94,22.9,14.62,7.75,8.69
0,,108.2,1129.76,18.79,6.91,0,16.22,1679.93,706.72,6284.75,9.13,2.46,36.58,26.41,1.55,2.52,0,184.65,270.41,0,0,7.76,126.18,13.12,0.19,8.5,8697.82,13.14,2413.07,24.97,22.87,26.34,7.74,8.69
0,,107.95,1129.76,18.77,6.88,0,16.12,1683.58,702.76,6163.18,9.18,2.38,36.91,26.32,1.55,2.55,0,184.64,270.41,0,0,7.76,124.82,13.09,0.19,8.49,8575.83,13.11,2412.66,25,22.83,26.06,7.73,8.69
0,,107.69,1129.76,18.74,6.85,0,16.03,1687.18,698.83,6043.53,9.23,2.31,37.25,26.22,1.54,2.57,0,184.62,270.41,0,0,7.75,123.24,13.06,0.19,8.48,8455.77,13.09,2412.24,25.04,22.8,25.85,7.73,8.69
0,,107.44,1130.1,18.71,6.82,0,15.91,1689.23,694.33,5920.54,9.28,2.23,37.57,26.1,1.53,2.6,0,184.53,270.16,0,0,7.75,121.52,13.03,0.18,8.46,8330.21,13.05,2409.67,25.06,22.75,25.61,7.72,8.69
0,,107.19,1130.1,18.68,6.79,0,15.82,1692.73,690.51,5804.91,9.33,2.16,37.93,26.01,1.53,2.62,0,184.52,270.16,0,0,7.74,119.68,13,0.18,8.45,8214.15,13.02,2409.25,25.1,22.72,25.53,7.72,8.69
0,,106.94,1130.1,18.65,6.76,0,15.72,1696.16,686.75,5691.11,9.38,2.1,38.31,25.91,1.52,2.65,0,184.51,270.16,0,0,7.74,117.62,12.97,0.18,8.44,8099.94,13,2408.82,25.13,22.7,25.5,7.71,8.69
0,,106.69,1130.1,18.63,6.74,0,15.63,1699.53,683.04,5579.15,9.42,2.03,38.7,25.82,1.52,2.68,0,184.5,270.16,0,0,7.74,115.38,12.94,0.17,8.43,7987.53,12.97,2408.39,25.17,22.67,25.52,7.71,8.69
0,,106.43,1130.1,18.6,6.71,0,15.53,1702.83,679.4,5468.98,9.47,1.97,39.1,25.72,1.51,2.7,0,184.48,270.16,0,0,7.74,113.05,12.91,0.17,8.42,7876.93,12.95,2407.95,25.21,22.65,25.6,7.7,8.69
0,,106.18,1130.1,18.57,6.69,0,15.44,1706.05,675.82,5360.6,9.51,1.91,39.51,25.63,1.51,2.73,0,184.47,270.16,0,0,7.74,110.58,12.88,0.17,8.41,7768.11,12.93,2407.51,25.25,22.62,25.73,7.7,8.69
