No.,Reach Label,x(km),cond (umhos),ISS (mgD/L),DO(mgO2/L),CBODs (mgO2/L),CBODf (mgO2/L),No(ugN/L),NH4(ugN/L),NO3(ugN/L),Po (ugP/L),Inorg P (ugP/L),Phyto (ugA/L),INp(ugN/L),IPp (ugP/L),Detritus (mgD/L),Pathogen,Alk,i,ii,iii,pH,(mgA/m2),(ugN/mgA),(ugP/mgA),TOC,TN,TP,TKN,(mgD/L),CBODu,NH3,DO sat,pHsat
0,,30.24,1232.7,11.83,6.7,0,7.87,1494.1,564.08,640.35,4.37,0.41,110.55,1.73,0.03,2.41,0,169.79,264.3,0,0,8.06,0.04,16.41,0.1,8.31,2700.26,4.81,2059.91,25.29,22.35,45.54,7.7,8.65
0,,29.99,1232.7,11.82,6.71,0,7.84,1493.57,562.97,632.74,4.37,0.41,110.81,1.72,0.03,2.41,0,169.79,264.3,0,0,8.06,0.05,16.41,0.1,8.31,2691,4.81,2058.26,25.31,22.36,45.72,7.7,8.65
0,,29.74,1232.7,11.81,6.73,0,7.82,1493.04,561.86,625.23,4.36,0.41,111.08,1.72,0.03,2.41,0,169.78,264.3,0,0,8.07,0.05,16.4,0.1,8.31,2681.85,4.81,2056.61,25.32,22.37,45.9,7.7,8.65
0,,29.5,1232.7,11.79,6.74,0,7.8,1492.51,560.74,617.83,4.36,0.41,111.35,1.71,0.03,2.41,0,169.78,264.3,0,0,8.07,0.05,16.39,0.1,8.32,2672.79,4.8,2054.97,25.34,22.37,46.07,7.7,8.65
0,,29.25,1232.7,11.78,6.75,0,7.78,1491.98,559.63,610.52,4.36,0.41,111.61,1.71,0.03,2.41,0,169.77,264.3,0,0,8.07,0.05,16.38,0.1,8.32,2663.84,4.8,2053.31,25.36,22.38,46.24,7.69,8.65
0,,29,1232.7,11.77,6.77,0,7.75,1491.45,558.51,603.32,4.35,0.41,111.88,1.7,0.03,2.41,0,169.77,264.3,0,0,8.07,0.06,16.38,0.1,8.32,2654.98,4.8,2051.66,25.37,22.39,46.4,7.69,8.65
0,,28.76,1232.7,11.76,6.78,0,7.73,1490.92,557.4,596.21,4.35,0.41,112.14,1.69,0.03,2.41,0,169.76,264.3,0,0,8.08,0.07,16.37,0.1,8.32,2646.22,4.79,2050.01,25.39,22.39,46.56,7.69,8.65
0,,28.51,1232.7,11.75,6.79,0,7.71,1490.39,556.28,589.21,4.35,0.41,112.41,1.69,0.03,2.41,0,169.76,264.3,0,0,8.08,0.07,16.37,0.1,8.33,2637.56,4.79,2048.36,25.4,22.4,46.71,7.69,8.65
0,,28.26,1232.7,11.74,6.81,0,7.69,1489.86,555.16,582.29,4.34,0.41,112.67,1.68,0.03,2.41,0,169.75,264.3,0,0,8.08,0.07,16.36,0.1,8.33,2629,4.79,2046.7,25.42,22.41,46.86,7.69,8.65
0,,28.02,1232.7,11.73,6.82,0,7.67,1489.33,554.04,575.48,4.34,0.41,112.93,1.68,0.03,2.41,0,169.75,264.3,0,0,8.08,0.07,16.35,0.1,8.33,2620.53,4.78,2045.05,25.43,22.41,47,7.69,8.65
0,,27.77,1232.7,11.72,6.83,0,7.65,1488.8,552.92,568.76,4.34,0.41,113.19,1.67,0.03,2.41,0,169.74,264.3,0,0,8.09,0.07,16.34,0.1,8.34,2612.15,4.78,2043.39,25.45,22.42,47.14,7.69,8.65
0,,27.52,1232.7,11.7,6.85,0,7.63,1488.27,551.8,562.13,4.33,0.41,113.46,1.67,0.03,2.41,0,169.74,264.3,0,0,8.09,0.08,16.33,0.1,8.34,2603.86,4.77,2041.74,25.46,22.43,47.28,7.69,8.65
0,,27.28,1232.7,11.69,6.86,0,7.61,1487.74,550.68,555.59,4.33,0.41,113.72,1.66,0.03,2.41,0,169.73,264.3,0,0,8.09,0.05,16.3,0.1,8.34,2595.66,4.77,2040.08,25.48,22.44,47.41,7.69,8.65
0,,27.03,1232.7,11.68,6.87,0,7.59,1487.21,549.55,549.13,4.33,0.41,113.98,1.65,0.03,2.41,0,169.72,264.3,0,0,8.09,0.04,16.29,0.1,8.34,2587.55,4.77,2038.42,25.49,22.45,47.55,7.69,8.65
0,,26.78,1232.7,11.67,6.89,0,7.57,1486.68,548.43,542.77,4.32,0.41,114.24,1.65,0.03,2.41,0,169.72,264.3,0,0,8.1,0.03,16.27,0.1,8.35,2579.53,4.76,2036.76,25.51,22.46,47.68,7.69,8.65
0,,26.54,1232.7,11.66,6.9,0,7.55,1486.15,547.3,536.49,4.32,0.41,114.51,1.64,0.03,2.41,0,169.71,264.3,0,0,8.1,0.05,16.28,0.1,8.35,2571.59,4.76,2035.1,25.52,22.47,47.82,7.69,8.65
0,,26.29,1232.7,11.65,6.92,0,7.53,1485.62,546.18,530.3,4.32,0.41,114.77,1.64,0.03,2.41,0,169.71,264.3,0,0,8.1,0.06,16.28,0.1,8.36,2563.74,4.76,2033.44,25.54,22.48,47.95,7.69,8.65
0,,26.04,1232.7,11.64,6.93,0,7.51,1485.09,545.05,524.2,4.31,0.41,115.03,1.63,0.03,2.41,0,169.7,264.3,0,0,8.11,0.04,16.25,0.1,8.36,2555.97,4.75,2031.77,25.55,22.48,48.09,7.69,8.65
0,,25.8,1232.7,11.63,6.94,0,7.49,1484.56,543.92,518.17,4.31,0.41,115.3,1.63,0.03,2.41,0,169.7,264.3,0,0,8.11,0.04,16.24,0.1,8.36,2548.28,4.75,2030.11,25.57,22.5,48.23,7.69,8.65
0,,25.55,1232.7,11.61,6.96,0,7.47,1484.03,542.79,512.22,4.31,0.41,115.56,1.62,0.03,2.41,0,169.69,264.3,0,0,8.11,0.06,16.25,0.1,8.37,2540.67,4.75,2028.44,25.59,22.51,48.37,7.68,8.65
0,,25.3,1232.7,11.6,6.98,0,7.45,1483.6,541.6,503.93,4.31,0.41,115.93,1.62,0.03,2.42,0,169.69,264.3,0,0,8.12,0.08,16.25,0.1,8.37,2530.74,4.74,2026.82,25.61,22.52,48.55,7.68,8.65
0,,25.04,1232.7,11.59,6.99,0,7.42,1483.16,540.42,495.78,4.3,0.4,116.29,1.61,0.03,2.42,0,169.68,264.3,0,0,8.12,0.14,16.29,0.1,8.38,2520.97,4.74,2025.19,25.63,22.54,48.75,7.68,8.65
0,,24.78,1232.7,11.57,7.01,0,7.4,1482.73,539.23,487.77,4.3,0.4,116.67,1.61,0.03,2.42,0,169.68,264.3,0,0,8.12,0.13,16.3,0.1,8.38,2511.33,4.73,2023.56,25.65,22.55,48.98,7.68,8.65
0,,24.53,1232.7,11.56,7.03,0,7.38,1482.29,538.03,479.91,4.3,0.4,117.04,1.6,0.03,2.42,0,169.68,264.3,0,0,8.13,0.12,16.31,0.1,8.39,2501.84,4.73,2021.93,25.68,22.57,49.23,7.68,8.65
0,,24.27,1232.7,11.54,7.05,0,7.35,1481.86,536.83,472.19,4.3,0.4,117.42,1.6,0.03,2.42,0,169.67,264.3,0,0,8.13,0.09,16.32,0.1,8.4,2492.48,4.73,2020.29,25.7,22.59,49.5,7.68,8.65
0,,24.01,1232.84,11.54,7.07,0,7.36,1482.78,535.88,467.02,4.29,0.4,117.74,1.59,0.03,2.42,0,169.63,264.21,0,0,8.13,0.08,16.34,0.1,8.41,2487.27,4.72,2020.25,25.73,22.63,49.79,7.68,8.65
0,,23.75,1232.84,11.52,7.09,0,7.34,1482.34,534.68,459.53,4.29,0.4,118.13,1.59,0.03,2.42,0,169.62,264.21,0,0,8.14,0.06,16.35,0.1,8.42,2478.14,4.71,2018.61,25.75,22.65,50.1,7.68,8.65
0,,23.5,1232.84,11.51,7.12,0,7.32,1481.91,533.47,452.17,4.28,0.39,118.53,1.58,0.03,2.42,0,169.62,264.21,0,0,8.14,0.12,16.39,0.1,8.43,2469.13,4.71,2016.96,25.78,22.67,50.44,7.68,8.65
0,,23.24,1232.84,11.49,7.14,0,7.29,1481.47,532.26,444.95,4.28,0.39,118.93,1.58,0.03,2.42,0,169.62,264.21,0,0,8.15,0.11,16.4,0.1,8.44,2460.26,4.71,2015.31,25.8,22.69,50.79,7.68,8.65
0,,22.98,1232.84,11.48,7.16,0,7.27,1481.03,531.05,437.85,4.28,0.39,119.33,1.57,0.03,2.42,0,169.61,264.21,0,0,8.15,0.08,16.4,0.1,8.44,2451.5,4.7,2013.65,25.83,22.72,51.17,7.68,8.65
0,,22.73,1232.84,11.47,7.18,0,7.26,1480.55,529.97,433.31,4.28,0.39,119.61,1.57,0.03,2.42,0,169.61,264.21,0,0,8.15,0.05,16.4,0.1,8.45,2445.4,4.7,2012.09,25.85,22.73,51.46,7.68,8.65
0,,22.48,1232.84,11.46,7.2,0,7.24,1480.07,528.89,428.83,4.27,0.39,119.89,1.56,0.03,2.42,0,169.6,264.21,0,0,8.16,0.05,16.39,0.1,8.46,2439.35,4.69,2010.52,25.87,22.75,51.75,7.68,8.65
0,,22.23,1232.84,11.45,7.22,0,7.23,1479.59,527.8,424.4,4.27,0.39,120.17,1.56,0.03,2.42,0,169.6,264.21,0,0,8.16,0.05,16.39,0.1,8.46,2433.35,4.69,2008.95,25.88,22.77,52.05,7.68,8.65
0,,21.98,1232.84,11.44,7.24,0,7.22,1479.11,526.72,420.02,4.27,0.39,120.45,1.55,0.03,2.42,0,169.59,264.21,0,0,8.17,0.05,16.38,0.1,8.47,2427.4,4.69,2007.38,25.9,22.78,52.34,7.68,8.65
0,,21.73,1232.84,11.43,7.25,0,7.2,1478.63,525.64,415.69,4.27,0.39,120.73,1.55,0.03,2.42,0,169.59,264.21,0,0,8.17,0.05,16.37,0.1,8.48,2421.51,4.69,2005.81,25.92,22.8,52.64,7.68,8.65
0,,21.48,1232.84,11.42,7.27,0,7.19,1478.15,524.55,411.42,4.26,0.39,121.01,1.54,0.03,2.42,0,169.58,264.21,0,0,8.17,0.05,16.36,0.1,8.48,2415.66,4.68,2004.24,25.94,22.82,52.93,7.68,8.65
0,,21.23,1232.84,11.41,7.29,0,7.18,1477.67,523.47,407.19,4.26,0.39,121.29,1.54,0.03,2.43,0,169.58,264.21,0,0,8.18,0.05,16.35,0.1,8.49,2409.86,4.68,2002.67,25.96,22.84,53.23,7.68,8.65
0,,20.98,1232.84,11.4,7.31,0,7.16,1477.19,522.38,403.02,4.26,0.39,121.57,1.54,0.03,2.43,0,169.57,264.21,0,0,8.18,0.05,16.34,0.1,8.5,2404.12,4.68,2001.1,25.98,22.86,53.53,7.68,8.65
0,,20.72,1232.84,11.39,7.33,0,7.15,1476.7,521.29,398.89,4.25,0.39,121.85,1.53,0.03,2.43,0,169.57,264.21,0,0,8.18,0.05,16.33,0.1,8.5,2398.42,4.67,1999.53,26,22.87,53.82,7.68,8.65
0,,20.48,1232.84,11.38,7.34,0,7.14,1476.37,520.52,395.87,4.25,0.39,122.05,1.53,0.03,2.43,0,169.57,264.21,0,0,8.19,0.07,16.34,0.1,8.51,2394.29,4.67,1998.42,26.01,22.89,54.05,7.69,8.65
0,,20.23,1232.84,11.37,7.35,0,7.13,1476.04,519.75,392.88,4.25,0.39,122.26,1.52,0.03,2.43,0,169.56,264.21,0,0,8.19,0.07,16.33,0.1,8.51,2390.19,4.67,1997.31,26.02,22.9,54.27,7.69,8.65
0,,19.98,1232.84,11.36,7.37,0,7.12,1475.71,518.98,389.91,4.25,0.39,122.46,1.52,0.03,2.43,0,169.56,264.21,0,0,8.19,0.07,16.33,0.1,8.52,2386.12,4.67,1996.21,26.04,22.92,54.5,7.69,8.65
0,,19.74,1232.84,11.36,7.38,0,7.12,1475.38,518.2,386.97,4.25,0.39,122.67,1.52,0.03,2.43,0,169.56,264.21,0,0,8.19,0.07,16.32,0.1,8.52,2382.07,4.66,1995.1,26.05,22.93,54.73,7.69,8.65
0,,19.49,1232.84,11.35,7.39,0,7.11,1475.05,517.43,384.05,4.24,0.39,122.88,1.51,0.03,2.43,0,169.55,264.21,0,0,8.2,0.07,16.32,0.1,8.53,2378.04,4.66,1993.99,26.07,22.94,54.95,7.69,8.65
0,,19.24,1232.84,11.34,7.41,0,7.1,1474.72,516.66,381.16,4.24,0.39,123.08,1.51,0.03,2.43,0,169.55,264.21,0,0,8.2,0.07,16.32,0.1,8.53,2374.04,4.66,1992.88,26.08,22.96,55.18,7.69,8.65
0,,19,1232.84,11.33,7.42,0,7.09,1474.38,515.89,378.29,4.24,0.39,123.29,1.51,0.03,2.43,0,169.55,264.21,0,0,8.2,0.07,16.31,0.1,8.54,2370.07,4.66,1991.78,26.09,22.97,55.41,7.69,8.65
0,,18.75,1232.84,11.33,7.43,0,7.08,1474.05,515.11,375.45,4.24,0.39,123.49,1.5,0.03,2.43,0,169.54,264.21,0,0,8.21,0.08,16.31,0.1,8.55,2366.12,4.66,1990.67,26.11,22.99,55.64,7.69,8.65
0,,18.5,1232.84,11.32,7.45,0,7.07,1473.72,514.34,372.63,4.24,0.39,123.7,1.5,0.03,2.43,0,169.54,264.21,0,0,8.21,0.08,16.3,0.1,8.55,2362.19,4.65,1989.56,26.12,23,55.87,7.69,8.65
0,,18.26,1232.84,11.31,7.46,0,7.06,1473.39,513.57,369.84,4.23,0.39,123.9,1.5,0.03,2.44,0,169.54,264.21,0,0,8.21,0.06,16.29,0.1,8.56,2358.29,4.65,1988.45,26.14,23.02,56.11,7.69,8.65
0,,18.01,1232.84,11.3,7.47,0,7.06,1473.06,512.79,367.07,4.23,0.39,124.11,1.49,0.03,2.44,0,169.53,264.21,0,0,8.21,0.04,16.26,0.1,8.56,2354.41,4.65,1987.35,26.15,23.03,56.34,7.69,8.65
0,,17.77,1232.84,11.3,7.49,0,7.05,1472.73,512.02,364.32,4.23,0.39,124.31,1.49,0.03,2.44,0,169.53,264.21,0,0,8.22,0.05,16.27,0.1,8.57,2350.56,4.65,1986.24,26.16,23.05,56.57,7.69,8.65
0,,17.52,1232.84,11.29,7.5,0,7.04,1472.4,511.25,361.6,4.23,0.39,124.52,1.49,0.03,2.44,0,169.53,264.21,0,0,8.22,0.06,16.27,0.1,8.57,2346.73,4.64,1985.13,26.18,23.06,56.81,7.69,8.65
0,,17.27,1232.84,11.28,7.51,0,7.03,1472.06,510.47,358.9,4.23,0.39,124.72,1.48,0.03,2.44,0,169.52,264.21,0,0,8.22,0.05,16.26,0.1,8.58,2342.93,4.64,1984.02,26.19,23.08,57.04,7.69,8.65
0,,17.03,1232.84,11.27,7.53,0,7.03,1471.73,509.7,356.23,4.22,0.39,124.93,1.48,0.03,2.44,0,169.52,264.21,0,0,8.23,0.05,16.26,0.1,8.58,2339.14,4.64,1982.91,26.21,23.09,57.28,7.69,8.65
0,,16.78,1232.84,11.27,7.54,0,7.02,1471.4,508.93,353.58,4.22,0.39,125.13,1.48,0.03,2.44,0,169.52,264.21,0,0,8.23,0.05,16.25,0.1,8.59,2335.38,4.64,1981.81,26.22,23.11,57.52,7.69,8.65
0,,16.53,1232.84,11.26,7.55,0,7.01,1471.06,508.13,350.86,4.22,0.39,125.34,1.47,0.03,2.44,0,169.51,264.21,0,0,8.23,0.05,16.25,0.1,8.6,2331.52,4.64,1980.66,26.24,23.12,57.76,7.69,8.65
0,,16.27,1232.84,11.25,7.57,0,7,1470.72,507.33,348.17,4.22,0.39,125.55,1.47,0.03,2.44,0,169.51,264.21,0,0,8.23,0.07,16.26,0.1,8.6,2327.68,4.63,1979.52,26.25,23.14,58.01,7.69,8.65
0,,16.02,1232.84,11.24,7.58,0,7,1470.38,506.53,345.5,4.22,0.39,125.76,1.47,0.03,2.44,0,169.51,264.21,0,0,8.24,0.07,16.25,0.1,8.61,2323.87,4.63,1978.38,26.26,23.16,58.26,7.69,8.65
0,,15.76,1232.84,11.24,7.6,0,6.99,1470.03,505.74,342.85,4.21,0.39,125.97,1.46,0.03,2.44,0,169.51,264.21,0,0,8.24,0.07,16.25,0.1,8.61,2320.09,4.63,1977.23,26.28,23.17,58.51,7.69,8.65
0,,15.51,1228.98,11.17,7.64,0,6.94,1461.47,500.84,365.27,4.17,0.38,124.96,1.54,0.03,2.42,0,170.96,263.11,0,0,8.24,0.04,16.34,0.1,8.55,2329.13,4.58,1963.85,26.09,22.99,57.79,7.69,8.65
0,,15.26,1228.98,11.17,7.65,0,6.93,1461.13,500.06,362.45,4.17,0.38,125.17,1.54,0.03,2.42,0,170.95,263.11,0,0,8.24,0.05,16.35,0.1,8.55,2325.19,4.58,1962.74,26.11,23.01,58.04,7.69,8.65
0,,15.01,1228.26,11.14,7.65,0,6.92,1458.62,497.63,363.8,4.15,0.38,124.98,1.55,0.03,2.42,0,171.22,262.9,0,0,8.24,0.01,16.34,0.1,8.54,2321.59,4.57,1957.8,26.06,22.97,57.73,7.69,8.65
0,,14.77,1228.26,11.13,7.64,0,6.91,1457.66,495.97,360.41,4.15,0.39,125.01,1.54,0.03,2.42,0,171.21,262.9,0,0,8.24,0.01,16.3,0.1,8.54,2315.58,4.56,1955.17,26.06,22.97,57.57,7.69,8.65
0,,14.52,1228.26,11.12,7.63,0,6.9,1456.69,494.32,357.07,4.14,0.39,125.03,1.53,0.03,2.43,0,171.2,262.9,0,0,8.25,0.01,16.22,0.1,8.54,2309.61,4.56,1952.54,26.05,22.97,57.36,7.69,8.65
0,,14.28,1228.26,11.11,7.62,0,6.89,1455.73,492.67,353.77,4.14,0.39,125.04,1.52,0.03,2.43,0,171.19,262.9,0,0,8.25,0.02,16.18,0.1,8.54,2303.7,4.56,1949.92,26.05,22.96,57.13,7.69,8.65
0,,14.04,1228.26,11.1,7.61,0,6.89,1454.77,491.03,350.52,4.13,0.39,125.05,1.51,0.03,2.43,0,171.18,262.9,0,0,8.25,0.02,16.14,0.1,8.53,2297.83,4.55,1947.31,26.04,22.96,56.86,7.69,8.65
0,,13.8,1228.26,11.09,7.6,0,6.88,1453.81,489.39,347.31,4.13,0.4,125.05,1.5,0.03,2.44,0,171.17,262.9,0,0,8.25,0.02,16.07,0.1,8.53,2292,4.55,1944.7,26.03,22.95,56.58,7.69,8.65
0,Dayton impoun,13.56,1228.26,11.08,7.59,0,6.87,1452.82,487.68,344.02,4.12,0.4,125.06,1.49,0.03,2.44,0,171.17,262.9,0,0,8.25,0.02,16.04,0.1,8.53,2286.01,4.54,1942,26.02,22.95,56.32,7.69,8.65
0,Dayton impoun,13.31,1228.26,11.07,7.58,0,6.86,1451.84,485.98,340.78,4.11,0.4,125.07,1.48,0.03,2.44,0,171.16,262.9,0,0,8.25,0.03,15.99,0.1,8.53,2280.08,4.54,1939.3,26.01,22.95,56.06,7.69,8.65
0,Dayton impoun,13.07,1228.26,11.06,7.57,0,6.85,1450.86,484.28,337.58,4.11,0.4,125.07,1.47,0.03,2.44,0,171.15,262.9,0,0,8.25,0.03,15.93,0.1,8.53,2274.19,4.54,1936.61,26.01,22.94,55.79,7.69,8.65
0,Dayton impoun,12.82,1228.26,11.04,7.56,0,6.84,1449.88,482.59,334.43,4.1,0.4,125.08,1.46,0.03,2.45,0,171.14,262.9,0,0,8.25,0.03,15.88,0.1,8.53,2268.36,4.53,1933.93,26,22.94,55.54,7.68,8.65
0,Dayton impoun,12.58,1228.26,11.03,7.55,0,6.84,1448.9,480.91,331.32,4.1,0.41,125.09,1.45,0.03,2.45,0,171.13,262.9,0,0,8.26,0.04,15.84,0.1,8.53,2262.58,4.53,1931.26,25.99,22.93,55.29,7.68,8.65
0,Dayton impoun,12.34,1228.26,11.02,7.55,0,6.83,1447.93,479.23,328.25,4.09,0.41,125.11,1.44,0.03,2.45,0,171.12,262.9,0,0,8.26,0.04,15.79,0.1,8.52,2256.85,4.52,1928.59,25.98,22.93,55.06,7.68,8.65
0,Dayton impoun,12.09,1228.26,11.01,7.54,0,6.82,1446.95,477.56,325.23,4.08,0.41,125.12,1.43,0.03,2.45,0,171.11,262.9,0,0,8.26,0.05,15.74,0.1,8.52,2251.17,4.52,1925.94,25.98,22.93,54.85,7.68,8.65
0,Dayton impoun,11.85,1228.26,11,7.53,0,6.81,1445.97,475.89,322.25,4.08,0.41,125.14,1.42,0.03,2.46,0,171.1,262.9,0,0,8.26,0.05,15.69,0.1,8.52,2245.53,4.52,1923.28,25.97,22.92,54.67,7.68,8.65
0,Dayton impoun,11.6,1228.26,10.99,7.53,0,6.81,1444.99,474.23,319.31,4.07,0.41,125.17,1.41,0.03,2.46,0,171.09,262.9,0,0,8.26,0.05,15.64,0.1,8.52,2239.95,4.51,1920.64,25.96,22.92,54.51,7.68,8.65
0,Dayton impoun,11.36,1228.26,10.98,7.52,0,6.8,1444.02,472.58,316.4,4.07,0.42,125.2,1.4,0.03,2.46,0,171.09,262.9,0,0,8.26,0.05,15.59,0.1,8.52,2234.41,4.51,1918,25.96,22.92,54.38,7.68,8.65
0,Dayton impoun,11.11,1228.26,10.97,7.52,0,6.79,1443.04,470.93,313.54,4.06,0.42,125.24,1.39,0.02,2.46,0,171.08,262.9,0,0,8.26,0.05,15.55,0.1,8.52,2228.91,4.5,1915.37,25.95,22.92,54.29,7.68,8.65
0,Dayton impoun,10.87,1228.26,10.95,7.52,0,6.78,1442.07,469.29,310.71,4.06,0.42,125.28,1.38,0.02,2.47,0,171.07,262.9,0,0,8.27,0.06,15.51,0.1,8.52,2223.46,4.5,1912.74,25.95,22.92,54.23,7.68,8.65
0,Dayton impoun,10.63,1228.26,10.94,7.52,0,6.78,1441.09,467.65,307.92,4.05,0.42,125.33,1.38,0.02,2.47,0,171.06,262.9,0,0,8.27,0.06,15.47,0.1,8.52,2218.05,4.5,1910.12,25.95,22.92,54.2,7.68,8.65
0,Dayton impoun,10.38,1228.26,10.93,7.51,0,6.77,1440.12,466.02,305.17,4.04,0.42,125.38,1.37,0.02,2.47,0,171.05,262.9,0,0,8.27,0.06,15.42,0.1,8.52,2212.68,4.49,1907.51,25.94,22.92,54.2,7.68,8.65
0,Dayton impoun,10.14,1228.26,10.92,7.51,0,6.76,1439.15,464.4,302.45,4.04,0.43,125.44,1.36,0.02,2.47,0,171.04,262.9,0,0,8.27,0.06,15.37,0.1,8.52,2207.35,4.49,1904.9,25.94,22.92,54.23,7.68,8.65
0,Dayton impoun,9.89,1228.26,10.91,7.51,0,6.76,1438.18,462.77,299.76,4.03,0.43,125.51,1.35,0.02,2.48,0,171.03,262.9,0,0,8.27,0.08,15.35,0.1,8.52,2202.06,4.48,1902.3,25.94,22.93,54.28,7.68,8.65
0,Dayton impoun,9.65,1228.26,10.9,7.52,0,6.75,1437.21,461.16,297.1,4.03,0.43,125.57,1.34,0.02,2.48,0,171.03,262.9,0,0,8.27,0.08,15.31,0.1,8.52,2196.81,4.48,1899.7,25.94,22.93,54.36,7.68,8.65
0,Dayton impoun,9.4,1228.26,10.89,7.52,0,6.74,1436.24,459.55,294.48,4.02,0.43,125.65,1.33,0.02,2.48,0,171.02,262.9,0,0,8.27,0.09,15.27,0.1,8.53,2191.59,4.48,1897.11,25.93,22.93,54.46,7.67,8.65
0,Dayton dam,9.21,1228.26,10.86,6.55,0,6.77,1422.86,449.95,304.81,3.94,0.49,117.21,1.22,0.02,2.49,0,170.91,262.9,0,0,8.13,0,14.54,0.11,8.2,2178.84,4.46,1874.03,25.07,22.06,39.25,7.67,8.65
0,,9.01,1228.26,10.85,7.27,0,6.76,1422.5,449.09,301.84,3.94,0.49,117.48,1.22,0.02,2.49,0,170.9,262.9,0,0,8.22,1.38,14.37,0.11,8.21,2174.64,4.45,1872.81,25.09,22.08,47.53,7.67,8.65
0,,8.76,1228.26,10.84,7.29,0,6.75,1422.14,448.23,298.89,3.94,0.49,117.75,1.21,0.02,2.49,0,170.9,262.9,0,0,8.23,1.34,14.37,0.11,8.22,2170.47,4.45,1871.58,25.11,22.1,47.86,7.67,8.65
0,,8.51,1228.26,10.83,7.31,0,6.74,1421.78,447.36,295.98,3.94,0.49,118.03,1.21,0.02,2.49,0,170.9,262.9,0,0,8.23,1.31,14.38,0.1,8.23,2166.33,4.45,1870.35,25.13,22.13,48.21,7.67,8.65
0,,8.27,1228.26,10.82,7.34,0,6.74,1421.42,446.5,293.1,3.93,0.49,118.32,1.21,0.02,2.49,0,170.89,262.9,0,0,8.23,1.28,14.38,0.1,8.23,2162.22,4.44,1869.12,25.15,22.15,48.6,7.67,8.65
0,,8.02,1228.26,10.81,7.36,0,6.73,1421.05,445.63,290.25,3.93,0.49,118.61,1.2,0.02,2.49,0,170.89,262.9,0,0,8.24,1.25,14.39,0.1,8.24,2158.13,4.44,1867.89,25.17,22.17,49,7.67,8.65
0,,7.77,1228.26,10.8,7.39,0,6.72,1420.69,444.76,287.42,3.93,0.49,118.9,1.2,0.02,2.49,0,170.89,262.9,0,0,8.24,1.18,14.39,0.1,8.25,2154.07,4.44,1866.65,25.19,22.2,49.44,7.67,8.65
0,,7.53,1228.26,10.79,7.41,0,6.71,1420.32,443.89,284.62,3.93,0.48,119.2,1.2,0.02,2.49,0,170.88,262.9,0,0,8.25,1.24,14.4,0.1,8.26,2150.04,4.43,1865.41,25.21,22.22,49.9,7.67,8.65
0,,7.28,1228.26,10.78,7.44,0,6.71,1419.96,443.02,281.85,3.93,0.48,119.51,1.19,0.02,2.49,0,170.88,262.9,0,0,8.25,1.2,14.41,0.1,8.27,2146.03,4.43,1864.18,25.23,22.25,50.38,7.66,8.65
0,,7.03,1228.26,10.78,7.46,0,6.7,1419.6,442.16,279.11,3.92,0.48,119.82,1.19,0.02,2.49,0,170.88,262.9,0,0,8.25,1.17,14.41,0.1,8.28,2142.05,4.43,1862.94,25.25,22.28,50.88,7.66,8.65
0,,6.79,1228.26,10.77,7.49,0,6.69,1419.23,441.3,276.39,3.92,0.48,120.13,1.19,0.02,2.5,0,170.87,262.9,0,0,8.26,1.12,14.41,0.1,8.29,2138.1,4.42,1861.71,25.27,22.3,51.4,7.66,8.65
0,,6.54,1228.26,10.76,7.51,0,6.68,1418.86,440.44,273.7,3.92,0.48,120.45,1.18,0.02,2.5,0,170.87,262.9,0,0,8.26,1.09,14.42,0.1,8.3,2134.19,4.42,1860.48,25.3,22.33,51.95,7.66,8.65
0,,6.29,1228.26,10.75,7.54,0,6.68,1418.49,439.59,271.04,3.92,0.48,120.77,1.18,0.02,2.5,0,170.87,262.9,0,0,8.27,1.12,14.43,0.1,8.31,2130.31,4.42,1859.27,25.32,22.36,52.51,7.66,8.65
0,,6.05,1228.26,10.74,7.57,0,6.67,1418.13,438.75,268.41,3.92,0.48,121.09,1.18,0.02,2.5,0,170.86,262.9,0,0,8.27,1.09,14.43,0.1,8.32,2126.47,4.41,1858.06,25.35,22.39,53.09,7.66,8.65
0,,5.8,1228.26,10.73,7.6,0,6.67,1417.76,437.93,265.81,3.91,0.48,121.42,1.18,0.02,2.5,0,170.86,262.9,0,0,8.27,1.06,14.43,0.1,8.33,2122.67,4.41,1856.87,25.37,22.42,53.69,7.66,8.65
0,,5.55,1228.26,10.72,7.62,0,6.66,1417.39,437.12,263.24,3.91,0.47,121.75,1.17,0.02,2.5,0,170.86,262.9,0,0,8.28,0.99,14.43,0.1,8.35,2118.92,4.41,1855.68,25.39,22.45,54.3,7.66,8.65
0,,5.31,1228.26,10.71,7.65,0,6.66,1417.02,436.31,260.71,3.91,0.47,122.08,1.17,0.02,2.5,0,170.85,262.9,0,0,8.28,0.95,14.44,0.1,8.36,2115.21,4.4,1854.5,25.42,22.48,54.92,7.66,8.65
0,,5.06,1228.26,10.7,7.68,0,6.65,1416.65,435.51,258.2,3.91,0.47,122.42,1.17,0.02,2.5,0,170.85,262.9,0,0,8.29,1.01,14.45,0.1,8.37,2111.52,4.4,1853.33,25.44,22.51,55.55,7.66,8.65
0,,4.81,1228.26,10.69,7.71,0,6.65,1416.28,434.71,255.72,3.9,0.47,122.75,1.16,0.02,2.5,0,170.85,262.9,0,0,8.29,0.96,14.45,0.1,8.38,2107.87,4.4,1852.15,25.47,22.54,56.18,7.66,8.65
